date,close,volume,open,high,low,Sector,Source,daily_return,volatility,RSI,rolling_returns_mean,rolling_returns_sd,rolling_sharpe,cumulative_return,rolling_max,rolling_drawdown,Date
2020-06-11,74.6483,13648720,77.9875,78.8078,74.6483,Healthcare,MRK Historical Data,-5.405384856153339,1.845996636929678,42.63264118359148,-0.006010878056948561,1.9983131445819928,-0.047750139290049114,4129552788.7875695,74975709255.30968,-0.9449214574986482,2020-06-11
2020-06-12,73.635,16221990,75.1694,75.208,72.834,Healthcare,MRK Historical Data,-1.3574321183469684,1.745574499772224,40.03171473466626,-0.007758276154811748,1.99861860038864,-0.0616219702074309,-1476034801.121972,74975709255.30968,-1.0196868401217218,2020-06-12
2020-06-15,71.4346,16882250,72.2935,72.7375,71.0023,Healthcare,MRK Historical Data,-2.9882528688802923,1.851965457183007,35.03347254381635,-0.010532732425022215,1.9981688763254148,-0.08367758387021357,2934730427.8979125,74975709255.30968,-0.9608575836487991,2020-06-15
2020-06-16,74.2816,20460690,72.7471,74.7062,72.2163,Healthcare,MRK Historical Data,3.9854636268698895,2.0916174439517357,44.66100298859078,-0.021477376459505752,2.0079731272102346,-0.16979449422686127,14630991802.95335,74975709255.30968,-0.804856907013291,2020-06-16
2020-06-17,73.6253,13342640,74.658,74.7448,72.9836,Healthcare,MRK Historical Data,-0.8835297031835609,2.011707399249999,43.076245858614136,-0.021131834829308704,2.008003699499138,-0.16706018933766772,1704075958.0088634,74975709255.30968,-0.97727162603816,2020-06-17
2020-06-18,73.5578,7395912,72.9884,73.6157,72.7278,Healthcare,MRK Historical Data,-0.0916804413700123,2.0031898456762045,42.90760818579819,-0.02313674460469718,2.0085378324353518,-0.1828615962809785,1547845522.0505843,74975709255.30968,-0.9793553733946042,2020-06-18
2020-06-19,75.1791,16855540,74.436,75.2563,73.1573,Healthcare,MRK Historical Data,2.204117034495323,2.0607189653521973,48.157462997582655,-0.025861134345699678,2.0080540850477524,-0.204443089287982,4959478203.9695835,74975709255.30968,-0.933852200222856,2020-06-19
2020-06-22,74.0693,7131940,74.6676,74.9185,73.7604,Healthcare,MRK Historical Data,-1.4762081482752598,2.0900665374816905,45.100326945429856,-0.028940924846962857,2.007973659752054,-0.22879928574380426,-2361743931.9238667,74975709255.30968,-1.0315001212443564,2020-06-22
2020-06-23,74.4263,10905230,74.7931,75.8739,74.2044,Healthcare,MRK Historical Data,0.4819810636795596,2.0763405351002877,46.28168548144479,-0.03715038944074212,2.0048287966881007,-0.2941618508227017,-3500059784.3712773,74975709255.30968,-1.0466825831877464,2020-06-23
2020-06-24,73.22,7714623,74.05,74.2044,72.8147,Healthcare,MRK Historical Data,-1.6207980243542974,2.1057026781101147,42.920815399570095,-0.03719280710387037,2.0048244096798604,-0.29449836409249697,2172830199.2596173,74975709255.30968,-0.9710195445852919,2020-06-24
